county,state,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Larue County,KY,9.55,13.34,16.45,12.96,11.92,18.1,9.87,6.29,13.21,9.42,11.28,13.88,17.78,11.49,14.66,14.15,16.48,18.01,8.08,13.17,19.85
Las Animas County,CO,4.83,5.45,4.77,7.29,4.27,8.45,4.89,6.38,6.41,7.77,5.24,3.4,8.22,6.76,4.53,6.27,11.17,6.4,4.19,4.82,5.24
Lassen County,CA,0.78,0.12,1.6,0.57,0.41,0.11,0.87,0.13,0.24,1.05,0.25,0.24,1.77,1.59,1.72,0.1,1.45,0.08,2.02,0.2,0.95
Latah County,ID,1.31,2.2,2.21,4.42,1.34,1.9,0.98,3.15,3.1,2.48,0.81,0.96,4.5,1.82,1.55,2.07,1.65,0.84,2.5,1.08,2.03
Latimer County,OK,11.65,8.62,9.3,9.09,9.34,5.9,15,13.85,15.36,7.69,5.28,9.23,11.87,12.92,10.63,11.32,15.25,20.22,11.25,18.8,9.18
Lauderdale County,AL,13.94,15.79,14.43,17.22,15.16,9.08,10.76,8.39,18.45,10.2,14.25,14.34,15.24,10.92,12.48,11.4,15.75,9.63,12.03,16.84,20.18
Lauderdale County,MS,16.86,17.96,17.55,13.52,18.23,7.81,13.56,14.78,16.46,8.31,18.03,20.21,13.5,6.82,10.55,7.88,11.63,15.9,7.95,11.11,20.18
Lauderdale County,TN,7.96,15.44,11.43,10.49,16.88,13.57,8.46,6.35,15.84,6.74,8.23,9.17,13.47,12.85,10.38,11.52,11.46,12.99,11.9,9.94,11.35
Laurel County,KY,11.13,12.11,19.17,18.54,9.4,14.68,6.45,8.35,13.64,14.54,11.27,16.3,14.72,14.44,19.49,15.12,14.64,17.18,7.04,14.84,18.26
Laurens County,GA,9.7,14.09,13.98,20.36,11.39,9.24,12.39,8.86,10.62,13.12,10.68,13.23,21.08,12.07,11.03,8.29,13.9,15.28,8.27,18.59,21.04
Laurens County,SC,10.99,12.04,13.63,18.05,6.44,12.17,5.72,9.46,9.72,11.51,8.74,13.71,20.28,9.81,11.54,7.6,9.45,13.2,7.1,14.86,10.64
Lavaca County,TX,16.91,13.36,16.31,6.14,8.4,9.93,16.78,6.02,9.61,17.52,1.64,12.21,9.26,4.72,5.28,8.85,19.67,9.15,4.1,9.69,12.77
Lawrence County,AL,15.16,14.71,15.71,14.59,15.6,10.59,10.69,9.15,20.32,8.61,14.76,17.42,20.92,10.13,13.18,10.82,15.15,10.56,10.95,17.91,21.6
Lawrence County,AR,8.7,15.7,16.48,9.69,11.74,14.67,8.53,11.68,18.55,11.84,8.44,9.23,10.34,5.52,10.62,18.39,9.97,14.23,13.3,15.41,8.21
Lawrence County,IL,11.48,9.29,14.44,10.66,13.62,13.12,5.53,8.93,13.12,9.08,11.43,14.79,8.8,12.63,9.48,16.57,6.8,14.77,10.49,10.44,13.88
Lawrence County,IN,11.7,7.49,13.87,11.62,13.44,15.47,7.17,9.37,15.83,4.62,11.53,12.05,6.53,12.91,7.57,17.25,10.57,14.07,7.47,12.76,16.62
Lawrence County,KY,10.83,10.82,14.16,18.59,11.63,16.82,8.22,6.61,13.96,12.53,13.58,16.09,13.65,13.98,16.07,11.22,14.93,19.91,9.2,12.4,14.71
Lawrence County,MO,9.05,7.71,10.75,10.82,9.79,10.54,14.37,12.82,15.73,16.14,9.08,9.19,15.44,9.63,18.98,12.25,11.34,11.09,11.66,6.51,9.33
Lawrence County,MS,21.97,22.78,15.83,9.69,15.44,12.79,16.94,18.13,14.44,14.35,17.2,25.42,13.65,10.68,7.57,15.19,18.73,19.16,13.42,14.33,24.14
Lawrence County,OH,8.69,9.24,15.01,17.92,10.84,17.73,8.84,6.91,13.96,11.53,13.66,13.07,13.31,10.18,12.72,11,12.09,20,9.04,13.13,15.65
Lawrence County,PA,7.97,8.39,20.72,20.71,12.87,15.33,10.87,10.32,10.07,10,15.43,15.05,12.36,10.53,9.66,12.86,8.07,16.39,10.74,13.36,15.86
Lawrence County,SD,6.31,7.61,4.88,6.4,4.87,7.64,5.66,6.66,7.42,5.45,5.6,3.99,7.69,8.42,7.38,6.61,6.07,7.99,11.28,5.74,6.11
Lawrence County,TN,14.92,13.41,14.65,14.95,15.04,7.63,7.31,7.51,20.1,10.82,11.95,14.93,12.57,9.06,11.14,12.49,18.82,9.7,10.74,17.59,21.02
Le Flore County,OK,9.72,7.75,9.46,9.43,8.55,7.14,15,18.27,17.21,9.57,5.54,10.02,13.62,14.96,10.91,13.31,13.6,21.72,12.39,20.58,9.94
Le Sueur County,MN,8.73,12.83,6.97,13.63,12.25,9.88,15.94,8.8,7.88,18.05,8.95,5.57,6.49,6.16,16.12,23.81,11.4,11.66,16.71,13.28,10.05
Lea County,NM,4.35,5.62,2.13,12.56,7.32,10.67,8.67,7.91,6.42,7.97,2.91,6.04,5.46,11.76,6.95,7.35,8.54,6.64,5.19,1.47,5.62
Leake County,MS,15.7,19.52,13.97,11.48,19.5,7.73,13.36,19.68,21.57,7.63,22.52,18.14,11.85,8.12,7.83,10.89,10.69,16.61,17.14,14.67,16.42
Leavenworth County,KS,13.73,5.8,9.19,15.52,16.66,12.5,7.62,14.08,14.29,15.6,10.29,5.52,8.74,11.55,13.63,20.6,14.62,9.36,16.41,12.88,11.33
Lebanon County,PA,10.46,8.38,17.26,23.91,10.44,12.76,10.88,12.69,15.55,13.75,28.9,13.7,12.73,10.22,12.02,12.29,18.02,31.15,11.19,13.49,22.89
Lee County,AL,8.22,11.48,18.2,19.18,17.97,11.84,10.6,13.82,17.54,8.87,14.54,12.85,17.41,10.56,13.55,8.76,15.19,13.88,9.67,16.57,18.31
Lee County,AR,5.73,16.05,9.36,4.12,12.04,8.29,9.25,11.39,17.55,5.03,7.86,8.44,9.62,8.94,7.52,9.77,15.42,13.01,12.74,11.93,10.8
Lee County,FL,33.57,24.38,29.25,29.31,22.34,27.81,20.85,28.29,22.67,19.98,22.37,22.25,28.33,23.67,31.14,24.07,34.24,23.39,22.59,24.01,24.42
Lee County,GA,12.21,13.37,15.94,22.18,15.5,11.89,12.04,17,15.64,10.86,11.99,11.25,20.86,12.83,14.36,8.5,13.69,13.96,11.27,17.45,19.8
Lee County,IA,10.46,8.65,15.63,12.05,8.38,8.23,12.66,17.1,14.46,19.18,3.54,6.63,4.57,14.36,12.78,15.2,8.29,14.73,13.87,10.03,11.42
Lee County,IL,11.34,7.71,8.29,8.1,9.52,12.13,16.37,17.77,13.49,10.68,13.65,7.45,5.13,11.2,11.03,16.91,10.36,12.53,17.36,10.86,5.43
Lee County,KY,14.27,10.85,14.15,17.38,10.21,14.68,8.76,6.3,15.22,11.15,12.77,15.49,15.19,15.2,16.72,15.19,14.7,20.54,9.51,15.71,18.6
Lee County,MS,12.98,17.55,17.18,9.86,18.72,9.82,11.23,12.95,19.48,9.6,12.32,14.73,9.67,10.19,15.03,8.05,10.08,13.58,13.31,14.31,15.13
Lee County,NC,12.3,10.34,21.41,19.31,12.35,11.41,5.78,18.64,12.84,14.58,12.82,11.71,15.24,13.18,9.78,17.33,7.17,27.22,11.52,17.37,13.35
Lee County,SC,8.95,13.25,15.49,23.5,11.65,10.67,8.11,19.22,9.31,17.02,13.73,15.94,18.18,13.6,12.12,16.94,11.84,18.52,13.94,21.77,15.21
Lee County,TX,13.37,10.16,9.16,8.19,9.36,7.71,11.46,4.15,9.64,9.14,0.9,9.66,11.25,10.05,2.22,12.31,23.71,9.93,1.83,9.28,11.14
Lee County,VA,14.52,12.66,14.05,13.51,10.82,13.69,9.34,9.73,15.91,12.7,14.68,16.93,14.03,14.15,14.94,11.95,10.9,14.26,10.78,14.49,13.88
Leelanau County,MI,9.1,7.37,8.69,7.09,9.2,9.42,5.91,6.67,9.34,12.11,6.13,6.02,8.76,10.68,8.96,8.67,6.34,9.83,9.91,9.59,15.15
Leflore County,MS,14.44,15.41,11.37,6.57,13.27,8.76,13.98,15.14,20.46,5.5,11.72,15.14,9.88,9.09,4.35,10.27,12.88,18.57,9.61,10.96,12.41
Lehigh County,PA,12.08,8.23,20.69,23.71,7.7,16.34,10.83,12.78,15.86,11.74,27.04,13.38,12.93,9.27,13.47,12.72,17.48,25.9,13.58,18.05,21.52
Lemhi County,ID,3.53,3.1,2.48,4.93,2.3,2.56,3.07,1.96,3.53,3.42,2.15,2.23,4.82,5.04,4.69,2.9,4.08,1.47,3.81,1.86,2.53
Lenawee County,MI,8.13,8.21,14.82,8.28,8.95,12.93,13.38,12.01,7.88,8.2,11.27,7.55,8.21,7.72,7.31,12.64,6.54,9.75,11.71,7.68,13.98
Lenoir County,NC,14.66,12.38,21.85,19.28,14.48,21.55,9.82,17.68,14.53,23.5,25.67,21.39,17.34,23.8,15.95,23.61,13.65,30.05,18.17,21.53,17.04
Leon County,FL,21.43,17.7,18.62,21.03,24.75,11.02,16.57,20.02,10.66,15.85,11.92,21.82,27.26,12.28,13.37,21.23,15.24,21.97,11.62,24.28,22.64
Leon County,TX,13.16,6.07,9.25,5.67,8.67,6.27,12.59,13.98,10.24,7.6,3.87,14.36,10.83,8.34,1.58,11.59,9.74,15.37,4.23,15.29,8.18
Leslie County,KY,12.69,10.7,16.67,17.08,10.26,14.34,8.13,9.12,15.74,14.17,15.47,18.35,16.24,15.45,16.5,14.9,14.12,15.76,7.13,14.69,15.65
Letcher County,KY,14.01,11.33,13.88,14.71,9.89,13.98,7.39,10.04,17.06,10.48,17.5,18.07,15.79,14.44,14.61,13.08,12.87,15.81,7.07,14.94,14.31
Levy County,FL,29.69,21.99,18.54,36.48,17.47,13.72,16.27,18.96,17.31,21.78,16.4,26.16,29.4,19.71,29.86,24.8,29.68,24.87,22.32,24.92,28.06
Lewis County,ID,1.59,2.26,2.21,4.72,0.96,2.45,1.06,3.08,3.13,2.87,1.31,1.09,3.94,1.9,2.95,2.79,1.51,1.35,3.37,1.5,2.74
Lewis County,KY,12.44,9.37,15.33,14.16,11.78,15.11,7.88,6.54,16.15,10.48,12.88,13.52,11.05,8.15,13.91,11.06,11.64,22.9,9.71,12.02,15.74
Lewis County,MO,10.57,8.67,14.67,13.92,8.22,10.23,8.05,17.48,13.29,20.2,4.26,8.48,4.54,16.91,11.8,16.38,6.64,16.31,12.29,11.84,12.99
Lewis County,NY,12.68,8.16,12.98,14.48,19.85,12.68,9.36,14.19,12.59,14.01,12.73,9.84,10.91,12.03,9.45,10.97,11.74,11.83,10.91,9.3,20.64
Lewis County,TN,14.71,14.39,14.78,13.61,15.62,8.54,7.34,9.3,20.02,12.2,10.18,14.47,12,9.26,12.48,12.97,18.97,12.63,10.63,18.5,22.61
Lewis County,WA,4.49,2.17,2.78,11.69,4.32,2.64,4.05,4.64,4.51,6.69,3.98,1.35,13.39,6.23,4.93,5.53,3.04,3.26,8.25,5.07,5.27
Lewis County,WV,14.64,11.33,18.2,15.19,11.08,12.15,12.37,8.45,11.63,12.76,15.04,14.58,14.54,11.5,12.15,11.65,12.93,19.79,10.72,13.21,13
Lewis and Clark County,MT,3.68,5.02,2.91,5.69,2.95,3.71,3.07,4.56,5.05,4.93,2.64,1.75,3.99,5.37,4.76,5.03,3.07,1.69,6.74,1.82,2.7
Lexington County,SC,8.92,12.9,18.09,15.82,11.48,12.7,6.05,13.44,10.59,12.71,11.45,14.53,18.06,12.04,14.31,14.03,12.17,13.5,8.63,15.85,18.68
Liberty County,FL,23.06,17.83,21.01,18.77,23.03,16.91,13.99,19.32,16.98,15.29,14.78,21.7,28.77,13.63,15.15,19.63,16.87,22.46,12.91,33.29,27.76
Liberty County,GA,15.86,16.62,16.08,21.43,11.56,14.18,20.74,17.74,15.23,13.84,11.55,17.72,19.21,16.57,15.42,14,18.66,13.03,9.82,15.72,24.39
Liberty County,MT,2.8,4.95,1.74,4.4,2.62,1.79,3.08,3.81,3.01,5.35,1.34,1.94,4.87,4.5,4.77,4.81,1.57,2.48,4.28,2.19,3.78
Liberty County,TX,15.93,19.81,19.08,6,14.55,17.67,16.76,21.86,12.12,15.18,6.11,15.75,15.11,15.62,9.93,15.21,48.13,21.55,24.97,13.48,15.92
Licking County,OH,9.76,9.33,17.47,13.45,14.34,13.77,10.24,7.11,9.51,8.52,12.51,12.1,13.19,10.89,9.7,11.69,13.04,15.64,9.87,11.16,14.07
Limestone County,AL,15.75,13.24,13.47,12.75,16.42,8.32,7.87,9.96,19.69,9.27,13.21,16.49,17.34,8.11,13.36,11.01,15.59,11.36,10.34,13.84,23.62
Limestone County,TX,8.68,6.67,7.46,6.9,8.48,4.93,10.14,11.13,10.46,8.55,2.43,11.62,11.29,5.3,1.21,8.8,5.96,11.25,2.4,14.23,9.82
Lincoln County,AR,7.09,8.03,6.79,5.74,13.33,8.32,11.66,17.86,20.3,7.51,10.6,16.31,7.83,8.31,5.46,13.76,12.73,14.48,11.68,16.29,10.53
Lincoln County,CO,6.39,3.96,3.21,8.04,4.64,8.35,6.01,7.75,7.29,7.4,4.99,3.46,8.67,7.15,5.87,3.8,9.03,5.36,4.42,4.73,3.8
Lincoln County,GA,5.73,14.08,13.68,17.43,11.39,10.63,9.07,10.16,12.48,11.89,7.42,13.07,18.06,9.08,14.03,8.05,10.85,11.15,9.19,15.96,13.61
Lincoln County,ID,0.99,0.63,0.84,1.49,0.6,0.5,0.55,0.16,0.56,0.5,0.26,0.85,1.67,2.99,1.85,2.01,1.08,0.08,1.23,0.46,0.83
Lincoln County,KS,11.41,5.48,8.01,11.55,8.47,9.54,9.97,11.76,11.82,12.04,8.75,6.02,11.58,6.72,7.69,15.62,5.89,10.62,10.35,11.78,7.69
Lincoln County,KY,11.81,11.02,12.83,16.55,10.34,19.14,9.05,5.61,15.2,12.37,11.92,14.62,16.22,10.44,17.3,17.4,14.7,18.22,6.8,17.56,16.36
Lincoln County,ME,6.97,9.49,9.13,12.59,11.4,11.7,8.89,18.06,14.83,11.89,11.52,11.05,14.19,12.39,9.89,7.04,5.98,10.5,8.7,7.3,17.93
Lincoln County,MN,7.5,9.51,8.45,11.39,13.06,11.08,8.43,5.32,7.92,20.51,7.34,3.52,6.9,6.35,12.79,13.77,13.91,16.36,16.68,7.95,9.46
Lincoln County,MO,11.62,7.58,10.63,11.83,11.05,9.69,4.97,23.09,13.54,17.78,6.29,7.98,6.27,14.39,13.61,17.61,6.84,7.63,14.51,14.17,11.16
Lincoln County,MS,23.37,22.87,12.01,10.45,15.25,11.65,17.88,22.59,15.37,11.42,16.04,28.18,12.08,9.78,6.29,18.7,19.53,14.89,13.95,14.64,21.43
Lincoln County,MT,1.93,2.93,2.33,8.94,5.14,3.06,2.35,4.33,4.03,6.22,2.82,3.43,6.37,3.63,2.64,3.99,1.77,1.72,5.77,2.3,6.06
Lincoln County,NC,10.44,11.16,18.5,19.28,8.94,15.3,3.85,16.95,10.2,10.91,14.22,13.54,16.94,13.75,9.79,10.37,11.8,14.71,7.03,19.9,10.41
Lincoln County,NE,9.48,3.53,3.35,10.15,5.5,8.53,7.17,7.26,7.64,9.58,7.21,2.36,6.52,6.57,6.69,6.31,11.01,7.2,11.89,5.68,7.51
Lincoln County,NM,5.65,8.5,3.62,7.41,7.4,12.04,6.82,9.85,6.11,7.37,4.66,5.6,10.39,10.23,5.27,5.8,7.47,6.84,5.44,4.45,6.06
Lincoln County,NV,1.61,0.88,2.05,2.09,3.28,1.88,3.63,1.61,0.75,1.27,2.06,5.06,5.14,5.79,2.4,2.28,4.32,2.31,0.57,0.06,2.06
Lincoln County,OK,9.03,8.63,9.12,8.1,12.85,8.78,16.82,7.91,14.14,9.31,4.99,6.97,12.47,8.86,10.1,10.39,14.8,14.6,12.32,12.35,5.61
Lincoln County,OR,3.26,2.07,2.93,9.66,2.9,2.19,4.25,3.29,3.65,4.6,2.91,0.97,13.26,3.77,3.25,4.34,4.26,1.58,7.27,4.01,4.47
Lincoln County,SD,8.88,11.28,10.15,11.44,9.47,11.25,9.6,7.25,10.76,19.81,5.36,3.06,5.91,7.64,13.31,12.81,9.57,16.7,13.12,3.52,12.64
Lincoln County,TN,18.63,13.01,12.96,14.79,14.48,8.96,8.56,10.22,19.32,9.06,14.94,18.28,18.39,9.37,12.32,14.5,19.34,13.04,11.3,14.29,24.01
Lincoln County,WA,0.71,0.44,0.82,1.79,1.06,0.45,1.05,0.51,1.4,1.23,0.43,1.05,2.13,1.32,0.74,1.05,0.56,0.23,2.41,0.54,1.19
Lincoln County,WI,10.79,13.61,7.94,6.83,7.54,12.86,9.36,6.3,7.34,20.73,11.37,7.41,9.18,15.08,10.17,14.08,8.89,11.08,13.91,12.81,12.6
Lincoln County,WV,10.71,8.61,15.45,14.58,12.95,16.5,8.72,7.75,14.78,14.35,13,12.99,13.22,12.61,13.98,9.75,13.06,20.14,7.99,11.98,15.03
Lincoln County,WY,1.84,2.84,2.5,3.63,2.23,3.57,3.73,2.26,2.06,2.2,2.68,2.21,5.16,8.79,4.03,2.93,4.63,1.28,3.51,1.03,4.21
Lincoln Parish,LA,11.34,9.05,12.47,8.41,10.81,6.44,13.17,17.72,17.08,10.64,7.04,15.91,11.24,11.89,2.93,13.93,11.39,11.3,9.74,15.54,13.36
Linn County,IA,11.04,14.45,9.28,8.21,8.28,11.68,14.51,15.18,19.48,17.26,9.28,6.64,6.12,10.52,11.11,19.75,7.14,19.16,12.89,11.52,6.62
Linn County,KS,13.19,6.35,10.54,10.95,14.58,8.83,10.57,13.82,13.28,17.5,7,9.46,10.39,10.5,12.97,17.66,14.53,15.14,19.09,10.3,13.53
Linn County,MO,13.06,9.58,12.45,15.72,8.65,11.14,9.07,21.6,15.31,19.71,7.33,9.24,4.38,15.05,12.6,14.88,7.81,11.92,16.82,13.09,10.41
Linn County,OR,2.63,1.84,2.65,7.95,2.12,1.84,4.5,2.97,2.89,4.9,2.22,0.76,12.17,3.4,3.35,3.23,4.48,1.04,7.12,2.71,4.99
Lipscomb County,TX,6.81,8.02,6.54,8.32,7.43,7.63,4.65,10.42,7.51,6.31,3.6,4.68,10.94,8.09,5.37,8.39,8.9,10.06,4.83,6.03,6.36
Litchfield County,CT,10.1,10.95,18.13,20.55,8.39,12.1,10.99,18.8,15.65,9.25,23.91,13.29,13.14,12.27,9.62,9.84,10.27,21.48,8.69,9.53,25.6
Little River County,AR,10.6,5.86,8.16,4.97,9.74,7.53,11.34,14.09,21.92,7.25,3.88,9.15,14.88,11.75,4.32,11,20.68,12.38,6.75,22.44,8.94
Live Oak County,TX,10.7,22.15,15.86,6.98,6.73,12.13,16.99,10.81,7.71,16.68,2.07,7.3,9.88,7.09,2.92,12.14,7.86,13,4.91,9.85,10.75
Livingston County,IL,12.07,8.38,12.2,10.46,9.52,13.47,14.34,17.2,9.66,8.56,9.43,9.5,5.26,15.28,13.36,18.46,9.43,9.28,13.53,11.22,10.04
Livingston County,KY,12.98,8.37,12.79,7.28,13.34,21.04,6.73,7.27,15.39,7.02,11.18,14.11,11.82,8.23,15.4,18.24,6.78,11.86,8.06,15.49,15.34
Livingston County,MI,8.7,6.68,8.84,8.97,8.8,10.01,9.25,13.96,7.59,9.37,15.54,8.83,7.38,10.76,7.95,13.6,7.2,9.96,12.45,10.39,13.77
Livingston County,MO,13.35,9.6,13.54,15.45,8.68,10.41,9.13,18.36,15.68,20.6,8.34,7.84,5.41,15.27,13.04,17.43,9.55,10.53,19.26,13.5,9.09
Livingston County,NY,6.99,8.53,12.76,13.99,11.51,15.16,8.71,12.49,9.5,11.83,10.36,9.68,9.7,11.38,11.59,7.82,10.69,12.68,9.75,10.41,16.07
Livingston Parish,LA,18.05,21.92,18.98,8.9,19.57,15.93,14.72,22.06,17.95,18,23.09,28.21,16.48,14.82,11.86,32.74,18.46,17.95,17.02,18.15,32.27
Llano County,TX,8.45,13.79,8.62,6.57,4.61,4.41,10.95,5.18,10.68,10.49,0.74,8.21,9.67,5.66,0.85,10.69,10.66,10.85,2.03,6.6,6.68
Logan County,AR,8.89,11.99,7.66,9.09,12.16,10.88,11.45,18.7,18.63,11.57,8.83,11.44,11.85,13.31,11.51,13.39,14.59,17.94,11.76,21.42,10.39
Logan County,CO,5.61,4.32,4.52,6.31,4.34,5.25,5.25,7.65,7.88,4.98,8.06,3.53,7.5,7.11,3.7,4.47,4.63,5.5,6.69,3.92,3.46
Logan County,IL,9,13.58,13.81,8.62,8.9,11.51,6.33,18.57,10.6,12.19,5,7.66,4.93,15.65,10.29,16.51,6.81,11.59,10.43,7.24,10.83
Logan County,KS,8.8,5.22,3.81,8.99,6.88,5.35,5.95,7.42,10.15,5.33,8.4,4.88,10.58,7.83,6.07,8.61,8.33,6.47,8.49,6.52,7.62
Logan County,KY,10.56,16.72,15.06,12.71,14.48,17.35,4.8,8.64,17.96,6.34,11,14.42,15.84,7.8,12.72,21.15,18.91,13.28,10.53,16.55,14.15
Logan County,ND,7.39,7.64,3.41,8.1,6.3,8.63,7.55,8.29,6.88,8.51,8.49,4.99,5.17,7.66,3.96,13.27,8,8.19,12.12,6.29,6.76
Logan County,NE,9.08,3.86,2.37,11.77,5.85,8.03,6.08,9.88,7.42,12,6.17,2.5,6.87,7.09,8.36,6.85,11.53,8.33,13.6,7.59,8.09
Logan County,OH,12.81,8.32,20.89,10.27,15.35,11.62,12.41,6.77,8.72,8.4,15.01,13.59,13.65,9.07,10.12,12.3,10.48,12.57,7.22,10.99,13.29
Logan County,OK,8.85,12.56,5.67,8.61,13.95,6.88,10.76,8.08,16.58,8.36,4.9,5.39,14.38,8.88,10.87,10.58,11.34,11.53,9.84,10.89,7.01
Logan County,WV,12.69,11.97,15.9,16.14,13.76,14.96,9.88,9.55,16.08,11.16,16.44,16.24,14.46,14.32,15.79,12.59,12.86,18.11,8.77,14.77,15.27
Long County,GA,14.82,15.6,16.84,25.08,11.17,12.8,19.67,16.36,13.95,12.96,11.94,17.86,16.84,16.01,14.37,13.51,19.02,13.52,9.06,14.72,24.62
Lonoke County,AR,7.1,8.94,8,6.02,13.28,9.46,12,16.7,19.37,7.96,11.49,13.81,9.21,8.03,5.94,11.81,11.18,17.18,12.33,14.84,6.84
Lorain County,OH,7.47,10.14,13.46,11.1,15.99,10.76,13.18,10.14,9.16,9.26,15.03,13.22,10.58,11.5,9.45,9.79,8.46,14.9,8.28,12.72,15.35
Los Alamos County,NM,7.18,5.76,4.34,5.39,8.17,10.8,7.54,7.06,6.84,9.46,8.1,5.89,13.62,8.03,8.61,6.89,7.54,5.57,5.65,3.78,5.42
Los Angeles County,CA,0.12,0.06,0.16,0.02,0.57,0.11,0.77,0.1,0.01,0.06,0.25,0.22,0.18,0.2,1.37,0.01,0.34,0.01,0.05,0.02,0.11
Loudon County,TN,13.64,15.44,18.81,15.94,12.53,18.22,7.44,9.83,18.93,11.94,14.27,18.76,16.04,11.38,17.04,8.93,11.76,16.86,8.35,14.62,15.62
Loudoun County,VA,12.44,10.39,18.88,15.26,9.88,10.03,6.3,11.26,8.01,11.1,14.98,11.12,7.56,8.82,9.98,10.97,15.13,21.86,8.2,14,13.02
Louisa County,IA,11.15,9.94,8.15,9.9,6.4,8.97,14.07,17.24,16.31,17.75,5.2,7.49,3.14,14.59,12.41,17.5,10.21,14.73,13,10.97,9.6
Louisa County,VA,8.49,10.94,20.09,19.67,9.28,14.28,8.69,13.63,9.46,10.12,16.66,11.5,14.16,9.1,12.33,12.15,9.51,17.43,7.47,18.32,14.64
Loup County,NE,7.98,4.94,3.7,9.53,5.91,7.81,7.87,8.48,8.41,8.19,6.98,1.99,7.76,9.03,8.31,8.81,14.01,10.15,15.91,7.64,7.51
Love County,OK,9.41,10.94,7.44,8.94,11.4,4.72,7.94,7.95,11.26,13.43,3.48,5.99,6.92,10.86,5.27,7.94,12,13.28,10.37,12.22,9.04
Loving County,TX,2.33,4.68,3.33,8.99,7.27,7.38,8.55,7.8,4.54,7.63,2.06,5.45,4.85,9.49,4.66,3.71,9.34,5.92,3.23,0.71,3.14
Lowndes County,AL,10.68,13.48,19.96,12.79,15.82,9.51,10.58,17.08,16.8,8.87,11.74,17.26,14.86,8.69,10.73,9.67,13.28,17.04,7.24,16.57,16.13
Lowndes County,GA,16.02,13.61,17.27,29.27,15.6,10.31,13.2,19.64,11.7,15.85,12.31,17.05,21.83,13.37,18.16,17.1,16.39,17.46,10.86,16.1,21.43
Lowndes County,MS,13.07,16.84,17.22,10.15,19.26,7.47,11.05,13.94,20.31,6.58,14.35,16.69,14.08,7.61,10.41,8.48,9.85,11.81,12.06,12.25,16.68
Lubbock County,TX,3.27,4.24,1.14,10.88,6.08,8.33,5.78,13.23,5.48,10.96,1.84,5.67,6.31,11.19,4.82,7.51,12.22,6.58,8.41,2.83,6.29
Lucas County,IA,10.11,9.77,9.12,13.25,6.65,14.81,15.81,17.71,12.3,21.3,8.04,5.34,6.67,18.63,17.63,14.62,8.82,13.11,14.4,8.67,12.26
Lucas County,OH,9.72,6.29,13.59,8.09,9.62,13.73,12.7,9.83,8.11,9.17,14.63,10.85,9.64,9.37,10.8,11.64,7.38,8.93,11.95,6.63,13.48
Luce County,MI,11.81,10.66,11.28,7.51,9.26,7.68,9.61,8.94,9.32,15.05,9.04,9.26,14.13,9.45,7.44,14.18,9.72,9.4,10.14,9.58,9.05
Lumpkin County,GA,12.23,14.2,18.65,22.2,21.06,11.54,8.18,14.06,22.04,15.93,12.14,14.92,24.64,12,17.33,10.27,16.24,13.13,9.04,18.94,21.75
Luna County,NM,4.67,5,2.19,4.54,3.5,11.16,5.18,10.95,4.26,5.09,3.57,3.66,9.01,8.74,6.16,5.44,5.94,5.48,5.53,2.49,7.28
Lunenburg County,VA,9.96,10.83,22.33,21.13,8.45,17.32,7.21,13.28,13.02,13.95,18.11,14.38,12.92,12.83,11.22,12.11,9.62,17.35,8.29,16.39,15.83
Luzerne County,PA,12.94,10.33,19.08,20.22,8.51,14.36,10.08,13.06,13.56,10.01,27.13,12.35,9.16,9.18,10.8,12.03,12.07,24.89,11.82,11.65,22.81
Lycoming County,PA,12.65,8.51,19.37,23.58,11.58,15.58,10.01,11.53,12.94,12.7,23.52,12.69,8.58,10.94,11.49,9.87,12.88,27.87,10.67,7.31,19.82
Lyman County,SD,6.36,6.7,4.18,8.71,3.81,6.84,5.87,6.4,7.93,8.48,6.79,1.56,7.95,5.11,8.89,6.76,9.41,8.04,15.81,7.19,9.46
Lynchburg City,VA,9.12,9.08,19.24,14.89,8.04,14.01,6.29,9.81,10.7,15.59,12.73,10.34,10.79,10.95,14.56,11.73,8.16,19.73,8.03,20.9,11.36
Lynn County,TX,3.94,4.66,2.24,13.19,6.36,8.9,6.75,13.46,6.23,12.98,1.92,5.09,6.42,12.2,4.77,10.87,8.8,9.28,5.78,2.29,5.34
Lyon County,IA,9.17,9.74,9.97,13.87,13.46,11.8,9.46,7.53,9.08,20.47,5.34,3.34,5.14,6.56,12.09,13.31,9.17,18,12.97,3.73,12.87
Lyon County,KS,10.62,6.99,11.04,11.59,16.2,8.43,6.89,15.4,15.04,15.5,6.19,6.81,13.05,8.91,10.44,21,9.45,12.7,14.45,10.4,10.71
Lyon County,KY,13.46,11.5,13.1,7.98,14.49,19.95,5.87,6.51,16.54,5.82,10.95,14.02,15.54,9.16,15.15,20.49,7.92,12.04,8.61,15.5,13.15
Lyon County,MN,8.83,9.51,8.16,11.65,13.85,10.02,9,5.77,7.67,21.15,5.65,4.34,5.52,5.76,11.74,15.18,13.14,18.54,15.96,9.03,9.55
Lyon County,NV,0.52,0.45,1.73,0.57,0.41,0.36,0.54,0.13,0.47,0.17,0.88,0.72,1.15,2.36,1.37,0.14,1.47,0.66,0.84,0.8,0.63
Mackinac County,MI,12.93,10.68,11,7.79,10.29,9.64,8.99,8.86,8.95,14.53,8.82,8.4,12.14,9.84,8.13,13.45,10.29,8.64,9.88,11.68,11.21
