county,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,lat,lon,FIPS
"IN, Boone",,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,40.050892,-86.469014,18011
"IN, Brown",,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,,0.0,,39.192585,-86.23941,18013
"IN, Carroll",,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.58498,-86.565141,18015
"IN, Cass",,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,40.753799,-86.355169,18017
"IN, Clark",0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,38.476217,-85.711122,18019
"IN, Clay",,0.0,1.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,39.393951,-87.115837,18021
"IN, Clinton",,1.0,0.0,,1.0,1.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,40.305944,-86.477567,18023
"IN, Crawford",,0.0,,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,1.0,,38.289433,-86.440871,18025
"IN, Daviess",,2.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,38.696155,-87.076988,18027
"IN, De Kalb",,2.0,2.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,41.401189,-85.000185,18033
"IN, Dearborn",,3.0,1.0,,,0.0,,,,,,1.0,,0.0,0.0,,0.0,0.0,,,39.151491,-84.97346,18029
"IN, Decatur",,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,39.30598,-85.499831,18031
"IN, Delaware",,3.0,4.0,0.0,0.0,0.0,1.0,0.0,,1.0,,2.0,0.0,0.0,1.0,0.0,2.0,3.0,,1.0,40.227165,-85.398856,18035
"IN, Dubois",,0.0,0.0,0.0,,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,38.373344,-86.873385,18037
"IN, Elkhart",,23.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,41.600693,-85.863986,18039
"IN, Fayette",,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,39.639655,-85.185032,18041
"IN, Floyd",0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.317937,-85.911474,18043
"IN, Fountain",,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,40.121282,-87.234806,18045
"IN, Franklin",,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,39.409762,-85.066964,18047
"IN, Fulton",0.0,2.0,,,,0.0,,,,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,41.050384,-86.265006,18049
"IN, Gibson",,7.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,38.317413,-87.580566,18051
"IN, Grant",,6.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,40.515758,-85.654946,18053
"IN, Greene",,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,39.0486,-87.005245,18055
"IN, Hamilton",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,1.0,2.0,5.0,1.0,0.0,40.04987,-86.020586,18057
"IN, Hancock",,2.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,39.822604,-85.772904,18059
"IN, Harrison",,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,38.18644,-86.103681,18061
"IN, Hendricks",,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,39.768749,-86.510287,18063
"IN, Henry",,1.0,1.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,39.929576,-85.397338,18065
"IN, Howard",,1.0,2.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,40.483537,-86.114118,18067
"IN, Huntington",,6.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,2.0,0.0,0.0,1.0,,,40.826394,-85.478598,18069
"IN, Jackson",,5.0,0.0,0.0,,1.0,,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,,38.911957,-86.042516,18071
"IN, Jasper",,1.0,0.0,0.0,0.0,,,,0.0,1.0,,0.0,0.0,,1.0,,1.0,0.0,0.0,1.0,41.017688,-87.118814,18073
"IN, Jay",,2.0,,0.0,,,,,,0.0,,0.0,0.0,,,,1.0,0.0,,,40.434972,-85.00338,18075
"IN, Jefferson",,0.0,0.0,,,0.0,,,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,38.783604,-85.44009,18077
"IN, Jennings",,0.0,1.0,0.0,,0.0,,,,,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,38.996234,-85.628111,18079
"IN, Johnson",,0.0,0.0,,,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.495986,-86.0946,18081
"IN, Knox",,2.0,2.0,0.0,1.0,0.0,,,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,38.688663,-87.420182,18083
"IN, Kosciusko",,6.0,1.0,0.0,0.0,1.0,0.0,,,0.0,,0.0,2.0,1.0,0.0,,0.0,2.0,0.0,0.0,41.244293,-85.861575,18085
"IN, La Grange",,5.0,,0.0,,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,41.642468,-85.426302,18087
"IN, La Porte",,1.0,0.0,0.0,2.0,4.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,,0.0,41.549011,-86.744729,18091
"IN, Lake",0.0,39.0,6.0,4.0,9.0,22.0,7.0,0.0,0.0,1.0,,7.0,1.0,0.0,1.0,8.0,3.0,4.0,1.0,1.0,41.472239,-87.374337,18089
"IN, Lawrence",0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,38.839815,-86.48782,18093
"IN, Madison",,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,,40.166203,-85.722454,18095
"IN, Marion",0.0,41.0,2.0,1.0,2.0,5.0,4.0,1.0,2.0,3.0,2.0,11.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,39.782976,-86.135794,18097
"IN, Marshall",,2.0,1.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,41.325003,-86.269036,18099
"IN, Martin",,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,38.705322,-86.801847,18101
"IN, Miami",,3.0,1.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,40.772881,-86.044259,18103
"IN, Monroe",,0.0,0.0,,,0.0,1.0,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,0.0,,,39.160751,-86.523325,18105
"IN, Montgomery",,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,,0.0,,0.0,0.0,,,40.040296,-86.892715,18107
"IN, Morgan",,2.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,39.482646,-86.447457,18109
"IN, Newton",,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,40.962399,-87.402172,18111
"IN, Noble",,2.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,41.400794,-85.41785,18113
"IN, Ohio",,1.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,38.940527,-84.964299,18115
"IN, Orange",,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,38.547381,-86.489257,18117
"IN, Owen",,0.0,,,,,,0.0,0.0,,,1.0,0.0,,0.0,,0.0,0.0,,,39.317339,-86.838845,18119
"IN, Parke",,2.0,,,,0.0,,,,0.0,,1.0,0.0,,0.0,,0.0,0.0,,,39.77425,-87.19695,18121
"IN, Perry",,0.0,,0.0,,,,1.0,,,,0.0,0.0,,0.0,,0.0,,0.0,,38.081436,-86.62654,18123
"IN, Pike",,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,38.397898,-87.232532,18125
"IN, Porter",0.0,4.0,2.0,1.0,3.0,12.0,1.0,0.0,0.0,2.0,,4.0,3.0,3.0,0.0,,0.0,1.0,0.0,,41.509922,-87.071308,18127
"IN, Posey",,1.0,,0.0,,0.0,,,0.0,,,1.0,0.0,0.0,,,0.0,0.0,,,38.027614,-87.868653,18129
"IN, Pulaski",,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,41.045272,-86.692538,18131
"IN, Putnam",,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,39.665545,-86.853325,18133
"IN, Randolph",,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,40.164414,-85.005004,18135
"IN, Ripley",,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0,0.0,,0.0,0.0,,,39.10023,-85.260541,18137
"IN, Rush",,0.0,1.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,39.622312,-85.466527,18139
"IN, Scott",,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,38.679431,-85.751898,18143
"IN, Shelby",,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,39.524135,-85.792174,18145
"IN, Spencer",,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,,38.009789,-87.010645,18147
"IN, St Joseph",,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,41.617699,-86.288159,18141
"IN, Starke",,0.0,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,41.28322,-86.64757,18149
"IN, Steuben",,1.0,0.0,0.0,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,41.643437,-85.002467,18151
"IN, Sullivan",,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,39.089225,-87.415843,18153
"IN, Switzerland",,0.0,1.0,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,,38.825846,-85.029679,18155
"IN, Tippecanoe",,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,40.38926,-86.893943,18157
"IN, Tipton",,0.0,,0.0,,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,40.310229,-86.056207,18159
"IN, Union",,0.0,,,,,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,39.623111,-84.925152,18161
"IN, Vanderburgh",0.0,5.0,0.0,1.0,0.0,1.0,3.0,0.0,,,2.0,2.0,3.0,1.0,3.0,2.0,0.0,4.0,,,38.02007,-87.586166,18163
"IN, Vermillion",,1.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,39.854045,-87.462071,18165
"IN, Vigo",,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.429143,-87.390375,18167
"IN, Wabash",,3.0,,,,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.843717,-85.795175,18169
"IN, Warren",,0.0,,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,40.352658,-87.375847,18171
"IN, Warrick",,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,,0.0,,0.0,0.0,0.0,,38.097764,-87.272023,18173
"IN, Washington",,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,38.600613,-86.104751,18175
"IN, Wayne",,0.0,1.0,0.0,,,,,0.0,0.0,,1.0,0.0,,,,1.0,0.0,0.0,,39.863091,-85.006735,18177
"IN, Wells",,4.0,2.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,40.735273,-85.212974,18179
"IN, White",,0.0,0.0,0.0,,2.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,40.75095,-86.864293,18181
"IN, Whitley",,5.0,0.0,,,4.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,,41.136426,-85.501892,18183
"KS, Allen",,0.0,0.0,,,,,,,,,,,,,,,,,,37.884229,-95.300945,20001
"KS, Anderson",,0.0,0.0,,0.0,,,,,,,,,,0.0,,,,,,38.215114,-95.292046,20003
"KS, Atchison",,0.0,0.0,0.0,,,,,,,,,1.0,,,1.0,,,,,39.532544,-95.313398,20005
"KS, Barber",,0.0,,,0.0,,0.0,,,1.0,,,1.0,,,,1.0,,,,37.222906,-98.685052,20007
"KS, Barton",,0.0,3.0,6.0,0.0,1.0,,2.0,,1.0,,,8.0,11.0,1.0,0.0,3.0,1.0,2.0,,38.481239,-98.767837,20009
"KS, Bourbon",,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,37.8561,-94.850928,20011
"KS, Brown",,0.0,0.0,,,,,,,,,,,,,,,0.0,,,39.825931,-95.569905,20013
"KS, Butler",,0.0,1.0,1.0,,,0.0,,,,,3.0,2.0,1.0,,1.0,,2.0,,,37.773681,-96.838762,20015
"KS, Chase",,0.0,0.0,0.0,1.0,1.0,,,,,,,0.0,,,,,,,,38.298553,-96.594064,20017
"KS, Chautauqua",,0.0,0.0,,,,,,,,,,1.0,,,,,,,,37.154259,-96.245396,20019
"KS, Cherokee",,0.0,0.0,,0.0,,,,,,,,,,,,,,,,37.169392,-94.845698,20021
"KS, Cheyenne",,0.0,,,,1.0,0.0,,,,,,,,,,,,,,39.789256,-101.727302,20023
"KS, Clark",,0.0,2.0,,0.0,,1.0,,,,,,1.0,2.0,,,,,,,37.233831,-99.813869,20025
"KS, Clay",,1.0,2.0,1.0,,,,,,,,,0.0,,,,,1.0,,,39.344964,-97.168853,20027
"KS, Cloud",,0.0,1.0,,,,,,,,,,1.0,,,,,,,,39.487329,-97.64139,20029
"KS, Coffey",,0.0,0.0,,0.0,,,,,,,,,,,,,,,,38.23645,-95.729137,20031
"KS, Comanche",,0.0,0.0,,,,,,,,,,,1.0,,,,,,,37.189071,-99.254089,20033
"KS, Cowley",,0.0,0.0,0.0,,,,,,,,0.0,,1.0,0.0,1.0,,1.0,,,37.234507,-96.837247,20035
"KS, Crawford",,0.0,0.0,,0.0,,0.0,,,,,,,,2.0,,1.0,,1.0,,37.505628,-94.853941,20037
"KS, Decatur",,0.0,1.0,,0.0,0.0,,,,,,,1.0,,,,,,,,39.783542,-100.459708,20039
"KS, Dickinson",,0.0,1.0,0.0,1.0,1.0,,1.0,,,,,4.0,,2.0,1.0,1.0,1.0,,,38.867735,-97.157943,20041
"KS, Doniphan",,0.0,0.0,,,,,,,,1.0,,,,,,,0.0,,,39.788502,-95.147225,20043
"KS, Douglas",,1.0,1.0,0.0,5.0,1.0,,,1.0,,,1.0,,1.0,1.0,,0.0,3.0,1.0,0.0,38.896573,-95.290529,20045
"KS, Edwards",,0.0,0.0,0.0,0.0,,,,,,,3.0,,,,,,,,,37.883595,-99.304746,20047
"KS, Elk",,0.0,0.0,,,,,,,,,,,,,,,,,,37.456026,-96.244642,20049
"KS, Ellis",,3.0,0.0,1.0,0.0,,0.0,,,1.0,,0.0,1.0,0.0,,1.0,1.0,1.0,,,38.914596,-99.317329,20051
"KS, Ellsworth",,0.0,0.0,1.0,,,,,,,,,1.0,,,1.0,,,,,38.700845,-98.205355,20053
"KS, Finney",,0.0,1.0,0.0,0.0,2.0,,,0.0,,,,0.0,2.0,,,1.0,1.0,,,38.049855,-100.739929,20055
"KS, Ford",,0.0,3.0,,,,1.0,,1.0,,,3.0,3.0,3.0,2.0,1.0,1.0,2.0,,,37.505628,-94.853941,20037
"KS, Franklin",,1.0,0.0,0.0,,,,,,,,0.0,,,,1.0,,,,,38.558019,-95.278962,20059
"KS, Geary",,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,,,,,,39.002155,-96.768038,20061
"KS, Gove",,0.0,,,0.0,,1.0,2.0,,,,,0.0,,,,,,,,38.917239,-100.48736,20063
"KS, Graham",,0.0,0.0,0.0,,,,,,,,1.0,,0.0,,,,2.0,,,39.349445,-99.880952,20065
"KS, Grant",,0.0,0.0,,,,,,,,1.0,,,0.0,,,,,,,37.547537,-101.299362,20067
"KS, Gray",,0.0,2.0,1.0,0.0,1.0,,1.0,,,,,2.0,1.0,1.0,0.0,,1.0,,,37.744513,-100.451716,20069
"KS, Greeley",,0.0,,,,,,,,,,,,,,,,2.0,,,38.480408,-101.805984,20071
"KS, Greenwood",,0.0,0.0,,,,1.0,,,,,,,,,,,,,,37.878659,-96.242232,20073
"KS, Hamilton",,0.0,,,0.0,,,1.0,,,,,1.0,,0.0,,1.0,1.0,,,37.995244,-101.793689,20075
"KS, Harper",,1.0,,1.0,,,,,,2.0,,,,,1.0,,,,,,37.188184,-98.06659,20077
"KS, Harvey",,0.0,4.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,,,1.0,0.0,,38.050144,-97.436707,20079
"KS, Haskell",,0.0,0.0,1.0,0.0,,,,,,,,,1.0,2.0,0.0,,,1.0,,37.55855,-100.876869,20081
"KS, Hodgeman",,0.0,1.0,,,,,,,,,,,,,,,,,1.0,38.087493,-99.898407,20083
"KS, Jackson",,0.0,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,39.410989,-95.794509,20085
"KS, Jefferson",,0.0,0.0,,,,,,,,,,,,,,,,,,39.239644,-95.375314,20087
"KS, Jewell",,0.0,0.0,,,0.0,1.0,3.0,,,,,,,,,,,,,39.77701,-98.222584,20089
"KS, Johnson",,2.0,5.0,5.0,5.0,4.0,6.0,,1.0,,1.0,5.0,6.0,5.0,1.0,2.0,1.0,3.0,1.0,1.0,38.883907,-94.82233,20091
"KS, Kearny",,0.0,0.0,0.0,1.0,,,,,,,,1.0,,,,,2.0,,,37.994461,-101.308136,20093
"KS, Kingman",,0.0,0.0,0.0,1.0,,,,,,,1.0,,,,,,,,,37.552951,-98.144529,20095
"KS, Kiowa",,0.0,0.0,,,1.0,,,,,,1.0,,,,,,,,,37.561231,-99.286539,20097
"KS, Labette",,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,37.191468,-95.297473,20099
"KS, Lane",,0.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,38.481286,-100.466185,20101
"KS, Leavenworth",,0.0,0.0,,,,,,,,,,1.0,,1.0,,,0.0,,,39.189511,-95.038977,20103
"KS, Lincoln",,0.0,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,39.047276,-98.214265,20105
"KS, Linn",,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,1.0,,38.216549,-94.844932,20107
"KS, Logan",,0.0,0.0,,,0.0,0.0,,,,,,1.0,,,,,,,,38.91327,-101.157407,20109
"KS, Lyon",,0.0,1.0,0.0,,,,,,,,,,,1.0,,,0.0,,,38.455498,-96.161589,20111
"KS, Marion",,0.0,1.0,,,0.0,,,,2.0,,,1.0,,1.0,,,0.0,,,38.359647,-97.102771,20115
"KS, Marshall",,0.0,2.0,0.0,0.0,,,,,,,,2.0,,,,,1.0,,,39.782709,-96.521243,20117
"KS, Mcpherson",,0.0,3.0,0.0,,0.0,,1.0,,1.0,,2.0,2.0,1.0,,2.0,,,1.0,,38.395812,-97.647489,20113
"KS, Meade",,0.0,,0.0,4.0,,,,,1.0,,,,1.0,1.0,,,2.0,,,37.243886,-100.360094,20119
"KS, Miami",,0.0,0.0,,,,,,,,,,,,,,,,,,38.566772,-94.832963,20121
"KS, Mitchell",,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,39.393026,-98.207362,20123
"KS, Montgomery",,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,37.189537,-95.742403,20125
"KS, Morris",,0.0,0.0,1.0,,,,,,,,,1.0,,,,,,,,38.687696,-96.644905,20127
"KS, Morton",,0.0,0.0,,,,,,,,,,0.0,,0.0,,,,,,37.18525,-101.809516,20129
"KS, Nemaha",,0.0,0.0,,,,,,,,,,,,1.0,,,,,,39.791043,-96.005381,20131
"KS, Neosho",,0.0,0.0,,,1.0,,,,,,,,,0.0,,,0.0,,,37.564283,-95.315683,20133
"KS, Ness",,0.0,0.0,,,2.0,1.0,,,,,1.0,2.0,,,4.0,,1.0,,,38.480437,-99.908745,20135
"KS, Norton",,0.0,0.0,,,,,,,,,,1.0,,,,,1.0,,,39.783867,-99.899235,20137
"KS, Osage",,0.0,0.0,0.0,,,,,,,,,,,1.0,,,,,,38.649706,-95.727275,20139
"KS, Osborne",,0.0,2.0,0.0,,,,,,1.0,,,,1.0,,,1.0,,,,39.348649,-98.767876,20141
"KS, Ottawa",,0.0,,,,0.0,,,,,,,1.0,,,,,,,,39.137963,-97.654803,20143
"KS, Pawnee",,0.0,1.0,1.0,0.0,2.0,0.0,,,,,,0.0,3.0,,,,,,,38.182873,-99.232154,20145
"KS, Phillips",,0.0,1.0,,,,,1.0,1.0,1.0,,,2.0,0.0,1.0,0.0,,1.0,,,39.784506,-99.34215,20147
"KS, Pottawatomie",,0.0,2.0,,,0.0,,,,,,1.0,,,,,,1.0,,,39.382187,-96.337113,20149
"KS, Pratt",,2.0,2.0,1.0,0.0,1.0,,3.0,,1.0,,0.0,1.0,2.0,,2.0,1.0,1.0,,,37.647594,-98.74012,20151
"KS, Rawlins",,0.0,0.0,,,,,,,,,,,,,,,2.0,,,39.786198,-101.076738,20153
"KS, Reno",,3.0,4.0,3.0,1.0,2.0,4.0,1.0,,,,3.0,8.0,1.0,1.0,3.0,0.0,0.0,,,37.948185,-98.078346,20155
"KS, Republic",,0.0,0.0,,0.0,,1.0,,,,,0.0,3.0,1.0,,,1.0,1.0,,1.0,39.82891,-97.650921,20157
"KS, Rice",,3.0,0.0,0.0,1.0,,0.0,,,,,,2.0,0.0,,1.0,,,,,38.347178,-98.201415,20159
"KS, Riley",,0.0,2.0,1.0,0.0,0.0,0.0,,1.0,,,,1.0,,1.0,0.0,,0.0,,,39.291211,-96.727489,20161
"KS, Rooks",,0.0,0.0,1.0,0.0,1.0,,,,,,,0.0,,,,1.0,,,,39.346006,-99.324492,20163
"KS, Rush",,0.0,1.0,,,2.0,,,,,,,2.0,,,,,,,,38.523592,-99.309183,20165
"KS, Russell",,0.0,0.0,0.0,,,,,,,,0.0,1.0,1.0,,,,,,,38.916839,-98.765638,20167
"KS, Saline",,0.0,7.0,0.0,,,3.0,2.0,,,,1.0,1.0,3.0,,,,2.0,,1.0,38.786327,-97.650153,20169
"KS, Scott",,0.0,0.0,,,,,,1.0,,,,1.0,2.0,,,1.0,,,1.0,38.481877,-100.90636,20171
"KS, Sedgwick",,1.0,14.0,9.0,0.0,2.0,12.0,6.0,4.0,5.0,,21.0,10.0,1.0,4.0,7.0,1.0,2.0,3.0,3.0,37.683807,-97.459451,20173
"KS, Seward",,0.0,4.0,1.0,0.0,0.0,,,,,,,,,,,,0.0,,,37.180585,-100.854741,20175
"KS, Shawnee",,2.0,2.0,0.0,2.0,0.0,1.0,,,,,2.0,,,,3.0,4.0,1.0,,,39.041805,-95.755664,20177
"KS, Sheridan",,,0.0,0.0,,,,,,,,,,0.0,,,,,,,39.350543,-100.441206,20179
"KS, Sherman",,0.0,3.0,,,,,,,,,,3.0,,0.0,,1.0,,1.0,,39.351352,-101.719859,20181
"KS, Smith",,1.0,1.0,,,,,,,,,,,,,,,,,,39.78466,-98.78543,20183
"KS, Stafford",,0.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,,2.0,3.0,3.0,,1.0,,2.0,,,38.03563,-98.719889,20185
"KS, Stanton",,,,,,0.0,,2.0,,,,,,,1.0,,,,,,37.565932,-101.789383,20187
"KS, Stevens",,0.0,0.0,,0.0,,,,,,1.0,,,,,,,1.0,,,37.202356,-101.315796,20189
"KS, Sumner",,0.0,0.0,0.0,,,,,1.0,,,3.0,0.0,,,0.0,,,,,37.236663,-97.493349,20191
"KS, Thomas",,0.0,1.0,,,0.0,,,,,,,2.0,2.0,,1.0,1.0,0.0,,,39.357706,-101.083439,20193
"KS, Trego",,0.0,1.0,2.0,0.0,,1.0,,0.0,,,1.0,,,0.0,,,,,,38.921302,-99.865423,20195
"KS, Wabaunsee",,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,38.955154,-96.201262,20197
"KS, Wallace",,0.0,1.0,0.0,0.0,,,,,,,,,,,,1.0,,,,38.926626,-101.771103,20199
"KS, Washington",,0.0,1.0,,,,,1.0,,,,,0.0,,1.0,1.0,,1.0,,,39.776714,-97.095611,20201
"KS, Wichita",,0.0,0.0,,,,,1.0,,,,,,,,,,0.0,,,38.481922,-101.347434,20203
"KS, Wilson",,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,37.558515,-95.745175,20205
"KS, Woodson",,0.0,0.0,,,,,,,,,,,,,,,,,,37.888484,-95.757553,20207
"KS, Wyandotte",,1.0,1.0,1.0,1.0,,1.0,,,,,,3.0,2.0,3.0,1.0,2.0,,,,39.115384,-94.763087,20209
"KY, Adair",,2.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,37.105541,-85.281401,21001
"KY, Allen",,0.0,0.0,,,,,,0.0,,,,,0.0,,,,,,,36.75077,-86.192458,21003
"KY, Anderson",,1.0,0.0,,,,0.0,,,,,,,,,,,,,,38.005396,-84.986417,21005
"KY, Ballard",,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,37.05112,-89.009178,21007
"KY, Barren",,5.0,2.0,,,,0.0,,0.0,,,,,,,1.0,,0.0,,,36.963614,-85.92499,21009
"KY, Bath",,0.0,0.0,,,,,,,,,,,,,,,,,,38.152249,-83.737641,21011
"KY, Bell",,1.0,,,,,,,,,,,,,,,,,,,36.72268,-83.681046,21013
"KY, Boone",0.0,0.0,0.0,1.0,,,1.0,0.0,,,,1.0,,,0.0,,,,0.0,,38.974595,-84.731444,21015
