County,State,State Abbreviation,Precipitation (in),Year
Anoka County,Minnesota,MN,9.44,2014
Becker County,Minnesota,MN,6.91,2014
Beltrami County,Minnesota,MN,8.54,2014
Benton County,Minnesota,MN,10.61,2014
Big Stone County,Minnesota,MN,7.36,2014
Blue Earth County,Minnesota,MN,6.80,2014
Brown County,Minnesota,MN,7.51,2014
Carlton County,Minnesota,MN,9.83,2014
Carver County,Minnesota,MN,7.08,2014
Cass County,Minnesota,MN,8.47,2014
Chippewa County,Minnesota,MN,8.80,2014
Chisago County,Minnesota,MN,10.76,2014
Clay County,Minnesota,MN,6.85,2014
Clearwater County,Minnesota,MN,7.44,2014
Cook County,Minnesota,MN,11.34,2014
Cottonwood County,Minnesota,MN,8.08,2014
Crow Wing County,Minnesota,MN,12.12,2014
Dakota County,Minnesota,MN,7.32,2014
Dodge County,Minnesota,MN,10.46,2014
Douglas County,Minnesota,MN,11.02,2014
Faribault County,Minnesota,MN,8.13,2014
Fillmore County,Minnesota,MN,11.23,2014
Freeborn County,Minnesota,MN,9.92,2014
Goodhue County,Minnesota,MN,9.56,2014
Grant County,Minnesota,MN,8.76,2014
Hennepin County,Minnesota,MN,7.64,2014
Houston County,Minnesota,MN,10.34,2014
Hubbard County,Minnesota,MN,6.27,2014
Isanti County,Minnesota,MN,11.32,2014
Itasca County,Minnesota,MN,7.69,2014
Jackson County,Minnesota,MN,7.21,2014
Kanabec County,Minnesota,MN,14.53,2014
Kandiyohi County,Minnesota,MN,7.62,2014
Kittson County,Minnesota,MN,7.10,2014
Koochiching County,Minnesota,MN,9.04,2014
Lac qui Parle County,Minnesota,MN,8.67,2014
Lake County,Minnesota,MN,9.17,2014
Lake of the Woods County,Minnesota,MN,11.32,2014
Le Sueur County,Minnesota,MN,6.16,2014
Lincoln County,Minnesota,MN,6.35,2014
Lyon County,Minnesota,MN,5.76,2014
McLeod County,Minnesota,MN,6.29,2014
Mahnomen County,Minnesota,MN,6.95,2014
Marshall County,Minnesota,MN,6.64,2014
Martin County,Minnesota,MN,7.41,2014
Meeker County,Minnesota,MN,6.49,2014
Mille Lacs County,Minnesota,MN,13.69,2014
Morrison County,Minnesota,MN,12.21,2014
Mower County,Minnesota,MN,10.03,2014
Murray County,Minnesota,MN,7.69,2014
Nicollet County,Minnesota,MN,5.79,2014
Nobles County,Minnesota,MN,6.36,2014
Norman County,Minnesota,MN,6.70,2014
Olmsted County,Minnesota,MN,11.41,2014
Otter Tail County,Minnesota,MN,9.49,2014
Pennington County,Minnesota,MN,5.59,2014
Pine County,Minnesota,MN,11.45,2014
Pipestone County,Minnesota,MN,7.25,2014
Polk County,Minnesota,MN,6.67,2014
Pope County,Minnesota,MN,11.14,2014
Ramsey County,Minnesota,MN,7.75,2014
Red Lake County,Minnesota,MN,5.89,2014
Redwood County,Minnesota,MN,6.34,2014
Renville County,Minnesota,MN,6.32,2014
Rice County,Minnesota,MN,7.75,2014
Rock County,Minnesota,MN,5.51,2014
Roseau County,Minnesota,MN,7.24,2014
St. Louis County,Minnesota,MN,8.19,2014
Scott County,Minnesota,MN,7.31,2014
Sherburne County,Minnesota,MN,9.59,2014
Sibley County,Minnesota,MN,6.13,2014
Stearns County,Minnesota,MN,8.94,2014
Steele County,Minnesota,MN,9.04,2014
Stevens County,Minnesota,MN,8.56,2014
Swift County,Minnesota,MN,8.76,2014
Todd County,Minnesota,MN,10.68,2014
Traverse County,Minnesota,MN,6.90,2014
Wabasha County,Minnesota,MN,10.16,2014
Wadena County,Minnesota,MN,9.25,2014
Waseca County,Minnesota,MN,7.56,2014
Washington County,Minnesota,MN,8.98,2014
Watonwan County,Minnesota,MN,8.27,2014
Wilkin County,Minnesota,MN,7.57,2014
Winona County,Minnesota,MN,12.41,2014
Wright County,Minnesota,MN,7.36,2014
Yellow Medicine County,Minnesota,MN,7.35,2014
Adams County,Mississippi,MS,12.77,2014
Alcorn County,Mississippi,MS,11.85,2014
Amite County,Mississippi,MS,13.66,2014
Attala County,Mississippi,MS,8.59,2014
Benton County,Mississippi,MS,8.61,2014
Bolivar County,Mississippi,MS,9.27,2014
Calhoun County,Mississippi,MS,13.10,2014
Carroll County,Mississippi,MS,10.60,2014
Chickasaw County,Mississippi,MS,10.61,2014
Choctaw County,Mississippi,MS,8.86,2014
Claiborne County,Mississippi,MS,10.72,2014
Clarke County,Mississippi,MS,8.13,2014
Clay County,Mississippi,MS,7.55,2014
Coahoma County,Mississippi,MS,9.20,2014
Copiah County,Mississippi,MS,10.16,2014
Covington County,Mississippi,MS,13.73,2014
DeSoto County,Mississippi,MS,10.25,2014
Forrest County,Mississippi,MS,10.77,2014
Franklin County,Mississippi,MS,14.16,2014
George County,Mississippi,MS,12.14,2014
Greene County,Mississippi,MS,10.78,2014
Grenada County,Mississippi,MS,13.21,2014
Hancock County,Mississippi,MS,11.18,2014
Harrison County,Mississippi,MS,10.09,2014
Hinds County,Mississippi,MS,10.47,2014
Holmes County,Mississippi,MS,9.04,2014
Humphreys County,Mississippi,MS,9.02,2014
Issaquena County,Mississippi,MS,11.60,2014
Itawamba County,Mississippi,MS,10.62,2014
Jackson County,Mississippi,MS,12.06,2014
Jasper County,Mississippi,MS,11.72,2014
Jefferson County,Mississippi,MS,12.50,2014
Jefferson Davis County,Mississippi,MS,12.86,2014
Jones County,Mississippi,MS,11.51,2014
Kemper County,Mississippi,MS,7.07,2014
Lafayette County,Mississippi,MS,11.46,2014
Lamar County,Mississippi,MS,11.97,2014
Lauderdale County,Mississippi,MS,6.82,2014
Lawrence County,Mississippi,MS,10.68,2014
Leake County,Mississippi,MS,8.12,2014
Lee County,Mississippi,MS,10.19,2014
Leflore County,Mississippi,MS,9.09,2014
Lincoln County,Mississippi,MS,9.78,2014
Lowndes County,Mississippi,MS,7.61,2014
Madison County,Mississippi,MS,8.85,2014
Marion County,Mississippi,MS,12.28,2014
Marshall County,Mississippi,MS,8.72,2014
Monroe County,Mississippi,MS,8.51,2014
Montgomery County,Mississippi,MS,10.86,2014
Neshoba County,Mississippi,MS,8.31,2014
Newton County,Mississippi,MS,9.09,2014
Noxubee County,Mississippi,MS,7.87,2014
Oktibbeha County,Mississippi,MS,7.18,2014
Panola County,Mississippi,MS,9.49,2014
Pearl River County,Mississippi,MS,10.22,2014
Perry County,Mississippi,MS,10.18,2014
Pike County,Mississippi,MS,11.54,2014
Pontotoc County,Mississippi,MS,11.30,2014
Prentiss County,Mississippi,MS,12.53,2014
Quitman County,Mississippi,MS,9.61,2014
Rankin County,Mississippi,MS,10.40,2014
Scott County,Mississippi,MS,10.04,2014
Sharkey County,Mississippi,MS,10.99,2014
Simpson County,Mississippi,MS,12.28,2014
Smith County,Mississippi,MS,13.44,2014
Stone County,Mississippi,MS,9.65,2014
Sunflower County,Mississippi,MS,8.75,2014
Tallahatchie County,Mississippi,MS,11.30,2014
Tate County,Mississippi,MS,10.13,2014
Tippah County,Mississippi,MS,10.01,2014
Tishomingo County,Mississippi,MS,12.17,2014
Tunica County,Mississippi,MS,10.15,2014
Union County,Mississippi,MS,9.85,2014
Walthall County,Mississippi,MS,13.38,2014
Warren County,Mississippi,MS,11.45,2014
Washington County,Mississippi,MS,11.63,2014
Wayne County,Mississippi,MS,9.32,2014
Webster County,Mississippi,MS,10.65,2014
Wilkinson County,Mississippi,MS,13.93,2014
Winston County,Mississippi,MS,7.20,2014
Yalobusha County,Mississippi,MS,14.12,2014
Yazoo County,Mississippi,MS,9.32,2014
Adair County,Missouri,MO,19.54,2014
Andrew County,Missouri,MO,13.80,2014
Atchison County,Missouri,MO,13.47,2014
Audrain County,Missouri,MO,12.97,2014
Barry County,Missouri,MO,9.02,2014
Barton County,Missouri,MO,7.45,2014
Bates County,Missouri,MO,11.67,2014
Benton County,Missouri,MO,10.13,2014
Bollinger County,Missouri,MO,7.02,2014
Boone County,Missouri,MO,11.57,2014
Buchanan County,Missouri,MO,11.27,2014
Butler County,Missouri,MO,6.86,2014
Caldwell County,Missouri,MO,14.55,2014
Callaway County,Missouri,MO,10.07,2014
Camden County,Missouri,MO,9.20,2014
Cape Girardeau County,Missouri,MO,7.77,2014
Carroll County,Missouri,MO,12.25,2014
Carter County,Missouri,MO,6.69,2014
Cass County,Missouri,MO,11.02,2014
Cedar County,Missouri,MO,11.22,2014
Chariton County,Missouri,MO,12.49,2014
Christian County,Missouri,MO,8.31,2014
Clark County,Missouri,MO,16.40,2014
Clay County,Missouri,MO,11.82,2014
Clinton County,Missouri,MO,13.57,2014
Cole County,Missouri,MO,8.34,2014
Cooper County,Missouri,MO,10.51,2014
Crawford County,Missouri,MO,7.74,2014
Dade County,Missouri,MO,8.35,2014
Dallas County,Missouri,MO,9.12,2014
Daviess County,Missouri,MO,14.22,2014
DeKalb County,Missouri,MO,14.97,2014
Dent County,Missouri,MO,6.61,2014
Douglas County,Missouri,MO,8.05,2014
Dunklin County,Missouri,MO,9.70,2014
Franklin County,Missouri,MO,9.03,2014
Gasconade County,Missouri,MO,9.81,2014
Gentry County,Missouri,MO,17.53,2014
Greene County,Missouri,MO,9.36,2014
Grundy County,Missouri,MO,16.06,2014
Harrison County,Missouri,MO,15.86,2014
Henry County,Missouri,MO,10.70,2014
Hickory County,Missouri,MO,10.29,2014
Holt County,Missouri,MO,11.81,2014
Howard County,Missouri,MO,12.48,2014
Howell County,Missouri,MO,6.97,2014
Iron County,Missouri,MO,7.69,2014
Jackson County,Missouri,MO,10.51,2014
Jasper County,Missouri,MO,7.74,2014
Jefferson County,Missouri,MO,10.62,2014
Johnson County,Missouri,MO,11.40,2014
Knox County,Missouri,MO,18.10,2014
Laclede County,Missouri,MO,8.46,2014
Lafayette County,Missouri,MO,11.26,2014
Lawrence County,Missouri,MO,9.63,2014
Lewis County,Missouri,MO,16.91,2014
Lincoln County,Missouri,MO,14.39,2014
Linn County,Missouri,MO,15.05,2014
Livingston County,Missouri,MO,15.27,2014
McDonald County,Missouri,MO,8.60,2014
Macon County,Missouri,MO,17.65,2014
Madison County,Missouri,MO,7.56,2014
Maries County,Missouri,MO,8.63,2014
Marion County,Missouri,MO,15.74,2014
Mercer County,Missouri,MO,17.77,2014
Miller County,Missouri,MO,9.15,2014
Mississippi County,Missouri,MO,7.33,2014
Moniteau County,Missouri,MO,9.33,2014
Monroe County,Missouri,MO,13.85,2014
Montgomery County,Missouri,MO,13.52,2014
Morgan County,Missouri,MO,9.22,2014
New Madrid County,Missouri,MO,8.37,2014
Newton County,Missouri,MO,9.31,2014
Nodaway County,Missouri,MO,18.60,2014
Oregon County,Missouri,MO,6.36,2014
Osage County,Missouri,MO,8.68,2014
Ozark County,Missouri,MO,7.58,2014
Pemiscot County,Missouri,MO,10.63,2014
Perry County,Missouri,MO,8.23,2014
Pettis County,Missouri,MO,9.32,2014
Phelps County,Missouri,MO,8.11,2014
Pike County,Missouri,MO,14.54,2014
Platte County,Missouri,MO,12.05,2014
Polk County,Missouri,MO,9.79,2014
Pulaski County,Missouri,MO,9.96,2014
Putnam County,Missouri,MO,17.96,2014
Ralls County,Missouri,MO,15.17,2014
Randolph County,Missouri,MO,12.21,2014
Ray County,Missouri,MO,13.61,2014
Reynolds County,Missouri,MO,7.85,2014
Ripley County,Missouri,MO,6.36,2014
St. Charles County,Missouri,MO,12.31,2014
St. Clair County,Missouri,MO,11.81,2014
Ste. Genevieve County,Missouri,MO,8.71,2014
St. Francois County,Missouri,MO,7.32,2014
St. Louis County,Missouri,MO,11.28,2014
Saline County,Missouri,MO,11.17,2014
Schuyler County,Missouri,MO,15.98,2014
Scotland County,Missouri,MO,15.54,2014
Scott County,Missouri,MO,8.02,2014
Shannon County,Missouri,MO,6.50,2014
Shelby County,Missouri,MO,15.48,2014
Stoddard County,Missouri,MO,7.62,2014
Stone County,Missouri,MO,7.72,2014
Sullivan County,Missouri,MO,16.38,2014
Taney County,Missouri,MO,6.15,2014
Texas County,Missouri,MO,6.48,2014
Vernon County,Missouri,MO,12.21,2014
Warren County,Missouri,MO,13.07,2014
Washington County,Missouri,MO,7.14,2014
Wayne County,Missouri,MO,7.19,2014
Webster County,Missouri,MO,8.94,2014
Worth County,Missouri,MO,18.70,2014
Wright County,Missouri,MO,7.65,2014
St. Louis City,Missouri,MO,10.91,2014
Beaverhead County,Montana,MT,5.52,2014
Big Horn County,Montana,MT,4.55,2014
Blaine County,Montana,MT,6.74,2014
Broadwater County,Montana,MT,5.34,2014
Carbon County,Montana,MT,4.62,2014
Carter County,Montana,MT,5.47,2014
Cascade County,Montana,MT,5.95,2014
Chouteau County,Montana,MT,5.67,2014
Custer County,Montana,MT,3.84,2014
Daniels County,Montana,MT,6.75,2014
Dawson County,Montana,MT,7.08,2014
Deer Lodge County,Montana,MT,5.05,2014
Fallon County,Montana,MT,6.52,2014
Fergus County,Montana,MT,8.22,2014
Flathead County,Montana,MT,4.78,2014
Gallatin County,Montana,MT,6.63,2014
Garfield County,Montana,MT,6.47,2014
Glacier County,Montana,MT,5.00,2014
Golden Valley County,Montana,MT,6.39,2014
Granite County,Montana,MT,4.20,2014
Hill County,Montana,MT,4.72,2014
Jefferson County,Montana,MT,6.10,2014
Judith Basin County,Montana,MT,8.95,2014
Lake County,Montana,MT,3.50,2014
Lewis and Clark County,Montana,MT,5.37,2014
Liberty County,Montana,MT,4.50,2014
Lincoln County,Montana,MT,3.63,2014
McCone County,Montana,MT,6.66,2014
Madison County,Montana,MT,6.38,2014
Meagher County,Montana,MT,6.71,2014
Mineral County,Montana,MT,2.92,2014
Missoula County,Montana,MT,3.09,2014
Musselshell County,Montana,MT,6.26,2014
Park County,Montana,MT,7.03,2014
Petroleum County,Montana,MT,6.83,2014
Phillips County,Montana,MT,7.76,2014
Pondera County,Montana,MT,4.50,2014
Powder River County,Montana,MT,4.91,2014
Powell County,Montana,MT,4.69,2014
Prairie County,Montana,MT,5.25,2014
Ravalli County,Montana,MT,3.56,2014
Richland County,Montana,MT,6.25,2014
Roosevelt County,Montana,MT,5.66,2014
Rosebud County,Montana,MT,4.88,2014
Sanders County,Montana,MT,3.04,2014
Sheridan County,Montana,MT,5.96,2014
Silver Bow County,Montana,MT,5.43,2014
Stillwater County,Montana,MT,5.36,2014
Sweet Grass County,Montana,MT,5.99,2014
Teton County,Montana,MT,4.45,2014
Toole County,Montana,MT,4.21,2014
Treasure County,Montana,MT,5.41,2014
Valley County,Montana,MT,7.27,2014
Wheatland County,Montana,MT,6.90,2014
Wibaux County,Montana,MT,8.59,2014
Yellowstone County,Montana,MT,4.10,2014
Adams County,Nebraska,NE,10.78,2014
Antelope County,Nebraska,NE,10.82,2014
Arthur County,Nebraska,NE,7.03,2014
Banner County,Nebraska,NE,7.48,2014
Blaine County,Nebraska,NE,9.62,2014
Boone County,Nebraska,NE,9.98,2014
Box Butte County,Nebraska,NE,8.55,2014
Boyd County,Nebraska,NE,8.16,2014
Brown County,Nebraska,NE,8.02,2014
Buffalo County,Nebraska,NE,10.74,2014
Burt County,Nebraska,NE,12.06,2014
Butler County,Nebraska,NE,13.03,2014
Cass County,Nebraska,NE,12.87,2014
Cedar County,Nebraska,NE,11.94,2014
Chase County,Nebraska,NE,6.05,2014
Cherry County,Nebraska,NE,7.45,2014
Cheyenne County,Nebraska,NE,7.17,2014
Clay County,Nebraska,NE,11.26,2014
Colfax County,Nebraska,NE,9.25,2014
Cuming County,Nebraska,NE,10.20,2014
Custer County,Nebraska,NE,8.38,2014
Dakota County,Nebraska,NE,12.36,2014
Dawes County,Nebraska,NE,8.14,2014
Dawson County,Nebraska,NE,7.58,2014
Deuel County,Nebraska,NE,6.67,2014
Dixon County,Nebraska,NE,11.98,2014
Dodge County,Nebraska,NE,11.45,2014
Douglas County,Nebraska,NE,14.05,2014
Dundy County,Nebraska,NE,6.97,2014
Fillmore County,Nebraska,NE,10.40,2014
Franklin County,Nebraska,NE,9.41,2014
Frontier County,Nebraska,NE,6.93,2014
Furnas County,Nebraska,NE,8.39,2014
Gage County,Nebraska,NE,9.86,2014
Garden County,Nebraska,NE,7.26,2014
Garfield County,Nebraska,NE,9.91,2014
Gosper County,Nebraska,NE,8.93,2014
Grant County,Nebraska,NE,7.93,2014
Greeley County,Nebraska,NE,9.57,2014
Hall County,Nebraska,NE,11.10,2014
Hamilton County,Nebraska,NE,12.50,2014
Harlan County,Nebraska,NE,8.44,2014
Hayes County,Nebraska,NE,5.69,2014
Hitchcock County,Nebraska,NE,7.55,2014
Holt County,Nebraska,NE,9.80,2014
Hooker County,Nebraska,NE,5.29,2014
Howard County,Nebraska,NE,11.18,2014
Jefferson County,Nebraska,NE,9.39,2014
Johnson County,Nebraska,NE,9.58,2014
Kearney County,Nebraska,NE,10.07,2014
Keith County,Nebraska,NE,6.03,2014
Keya Paha County,Nebraska,NE,6.42,2014
Kimball County,Nebraska,NE,6.67,2014
Knox County,Nebraska,NE,11.34,2014
Lancaster County,Nebraska,NE,13.05,2014
Lincoln County,Nebraska,NE,6.57,2014
Logan County,Nebraska,NE,7.09,2014
Loup County,Nebraska,NE,9.03,2014
McPherson County,Nebraska,NE,6.23,2014
Madison County,Nebraska,NE,10.24,2014
Merrick County,Nebraska,NE,11.61,2014
Morrill County,Nebraska,NE,7.81,2014
Nance County,Nebraska,NE,9.98,2014
Nemaha County,Nebraska,NE,11.39,2014
Nuckolls County,Nebraska,NE,9.84,2014
Otoe County,Nebraska,NE,11.70,2014
Pawnee County,Nebraska,NE,9.18,2014
Perkins County,Nebraska,NE,5.92,2014
Phelps County,Nebraska,NE,9.24,2014
Pierce County,Nebraska,NE,10.79,2014
Platte County,Nebraska,NE,9.48,2014
Polk County,Nebraska,NE,13.49,2014
Red Willow County,Nebraska,NE,8.83,2014
Richardson County,Nebraska,NE,9.89,2014
Rock County,Nebraska,NE,8.14,2014
Saline County,Nebraska,NE,9.85,2014
Sarpy County,Nebraska,NE,13.31,2014
Saunders County,Nebraska,NE,13.32,2014
Scotts Bluff County,Nebraska,NE,7.83,2014
Seward County,Nebraska,NE,13.07,2014
Sheridan County,Nebraska,NE,9.10,2014
Sherman County,Nebraska,NE,11.19,2014
Sioux County,Nebraska,NE,7.94,2014
Stanton County,Nebraska,NE,10.01,2014
Thayer County,Nebraska,NE,8.96,2014
Thomas County,Nebraska,NE,8.27,2014
Thurston County,Nebraska,NE,12.76,2014
Valley County,Nebraska,NE,9.55,2014
Washington County,Nebraska,NE,13.66,2014
Wayne County,Nebraska,NE,11.65,2014
Webster County,Nebraska,NE,8.94,2014
Wheeler County,Nebraska,NE,10.27,2014
York County,Nebraska,NE,14.10,2014
Churchill County,Nevada,NV,1.75,2014
Clark County,Nevada,NV,2.80,2014
Douglas County,Nevada,NV,2.69,2014
Elko County,Nevada,NV,4.01,2014
Esmeralda County,Nevada,NV,2.15,2014
Eureka County,Nevada,NV,3.22,2014
Humboldt County,Nevada,NV,2.86,2014
Lander County,Nevada,NV,2.69,2014
Lincoln County,Nevada,NV,5.79,2014
Lyon County,Nevada,NV,2.36,2014
Mineral County,Nevada,NV,1.72,2014
Nye County,Nevada,NV,3.66,2014
Pershing County,Nevada,NV,1.95,2014
Storey County,Nevada,NV,2.37,2014
Washoe County,Nevada,NV,2.27,2014
White Pine County,Nevada,NV,5.31,2014
Carson City,Nevada,NV,2.34,2014
Belknap County,New Hampshire,NH,13.23,2014
Carroll County,New Hampshire,NH,12.29,2014
Cheshire County,New Hampshire,NH,14.89,2014
Coos County,New Hampshire,NH,11.59,2014
Grafton County,New Hampshire,NH,11.86,2014
Hillsborough County,New Hampshire,NH,12.71,2014
Merrimack County,New Hampshire,NH,13.41,2014
Rockingham County,New Hampshire,NH,11.48,2014
Strafford County,New Hampshire,NH,11.92,2014
Sullivan County,New Hampshire,NH,13.49,2014
Atlantic County,New Jersey,NJ,17.77,2014
Bergen County,New Jersey,NJ,8.90,2014
Burlington County,New Jersey,NJ,12.79,2014
Camden County,New Jersey,NJ,12.36,2014
Cape May County,New Jersey,NJ,17.31,2014
Cumberland County,New Jersey,NJ,14.94,2014
Essex County,New Jersey,NJ,9.63,2014
Gloucester County,New Jersey,NJ,12.28,2014
Hudson County,New Jersey,NJ,9.16,2014
Hunterdon County,New Jersey,NJ,9.11,2014
Mercer County,New Jersey,NJ,10.17,2014
Middlesex County,New Jersey,NJ,10.27,2014
Monmouth County,New Jersey,NJ,11.59,2014
Morris County,New Jersey,NJ,8.66,2014
Ocean County,New Jersey,NJ,13.14,2014
Passaic County,New Jersey,NJ,7.99,2014
Salem County,New Jersey,NJ,12.48,2014
Somerset County,New Jersey,NJ,10.25,2014
Sussex County,New Jersey,NJ,9.48,2014
Union County,New Jersey,NJ,10.12,2014
Warren County,New Jersey,NJ,9.31,2014
Bernalillo County,New Mexico,NM,7.03,2014
Catron County,New Mexico,NM,9.75,2014
Chaves County,New Mexico,NM,10.40,2014
